EmployeeID,FirstName,LastName,Email,Department,Designation,StoreID,HireDate,Salary,ManagerID,LastModifiedDate,IsActive
EMP0167,Meera,Nair,meera.nair167@enterpriseretail.com,Finance,Cashier,STR0017,2016-07-11,369445,EMP0161,2026-07-05 19:19:45.539172,True
EMP0168,Priya,Patel,priya.patel168@enterpriseretail.com,Finance,Cashier,STR0017,2022-11-20,425588,EMP0161,2026-07-05 19:19:45.539177,True
EMP0169,Priya,Das,priya.das169@enterpriseretail.com,Inventory,Inventory Executive,STR0017,2020-05-10,429678,EMP0161,2026-07-05 19:19:45.539181,True
EMP0170,Karan,Sharma,karan.sharma170@enterpriseretail.com,Sales,Sales Associate,STR0017,2017-05-23,385087,EMP0161,2026-07-05 19:19:45.539186,True
EMP0171,Riya,Kapoor,riya.kapoor171@enterpriseretail.com,Operations,Store Manager,STR0018,2017-02-04,1029853,,2026-07-05 19:19:45.539224,True
EMP0172,Karan,Verma,karan.verma172@enterpriseretail.com,Operations,Store Supervisor,STR0018,2019-10-24,661743,EMP0171,2026-07-05 19:19:45.539230,True
EMP0173,Riya,Sharma,riya.sharma173@enterpriseretail.com,Sales,Senior Sales Associate,STR0018,2019-12-12,494489,EMP0171,2026-07-05 19:19:45.539237,True
EMP0174,Divya,Reddy,divya.reddy174@enterpriseretail.com,Sales,Sales Associate,STR0018,2017-08-27,356654,EMP0171,2026-07-05 19:19:45.539243,True
EMP0175,Divya,Reddy,divya.reddy175@enterpriseretail.com,Sales,Sales Associate,STR0018,2016-11-18,439055,EMP0171,2026-07-05 19:19:45.539248,True
EMP0176,Priya,Kulkarni,priya.kulkarni176@enterpriseretail.com,Sales,Sales Associate,STR0018,2025-04-18,381450,EMP0171,2026-07-05 19:19:45.539252,True
EMP0177,Vikas,Sharma,vikas.sharma177@enterpriseretail.com,Finance,Cashier,STR0018,2023-07-08,380860,EMP0171,2026-07-05 19:19:45.539257,True
EMP0178,Karan,Mehta,karan.mehta178@enterpriseretail.com,Finance,Cashier,STR0018,2023-08-11,366084,EMP0171,2026-07-05 19:19:45.539262,True
EMP0179,Vikas,Kulkarni,vikas.kulkarni179@enterpriseretail.com,Inventory,Inventory Executive,STR0018,2016-02-05,413222,EMP0171,2026-07-05 19:19:45.539267,True
EMP0180,Priya,Das,priya.das180@enterpriseretail.com,Sales,Sales Associate,STR0018,2020-10-13,311902,EMP0171,2026-07-05 19:19:45.539272,True
EMP0181,Karan,Singh,karan.singh181@enterpriseretail.com,Operations,Store Manager,STR0019,2018-08-19,850723,,2026-07-05 19:19:45.539309,True
EMP0182,Sanjay,Gupta,sanjay.gupta182@enterpriseretail.com,Operations,Store Supervisor,STR0019,2025-05-02,683051,EMP0181,2026-07-05 19:19:45.539315,True
EMP0183,Pooja,Nair,pooja.nair183@enterpriseretail.com,Sales,Senior Sales Associate,STR0019,2024-11-25,450413,EMP0181,2026-07-05 19:19:45.539322,True
EMP0184,Amit,Patel,amit.patel184@enterpriseretail.com,Sales,Sales Associate,STR0019,2017-01-28,324568,EMP0181,2026-07-05 19:19:45.539329,True
EMP0185,Ankit,Iyer,ankit.iyer185@enterpriseretail.com,Sales,Sales Associate,STR0019,2025-03-16,374285,EMP0181,2026-07-05 19:19:45.539334,True
EMP0186,Rohit,Reddy,rohit.reddy186@enterpriseretail.com,Sales,Sales Associate,STR0019,2022-01-17,344025,EMP0181,2026-07-05 19:19:45.539339,True
EMP0187,Simran,Mehta,simran.mehta187@enterpriseretail.com,Finance,Cashier,STR0019,2019-10-06,377952,EMP0181,2026-07-05 19:19:45.539345,True
EMP0188,Pooja,Khan,pooja.khan188@enterpriseretail.com,Finance,Cashier,STR0019,2024-12-18,352079,EMP0181,2026-07-05 19:19:45.539349,True
EMP0189,Karan,Jain,karan.jain189@enterpriseretail.com,Inventory,Inventory Executive,STR0019,2022-08-03,503008,EMP0181,2026-07-05 19:19:45.539354,True
EMP0190,Harsh,Gupta,harsh.gupta190@enterpriseretail.com,Sales,Sales Associate,STR0019,2024-09-04,395059,EMP0181,2026-07-05 19:19:45.539359,True
EMP0191,Ananya,Reddy,ananya.reddy191@enterpriseretail.com,Operations,Store Manager,STR0020,2024-02-02,803695,,2026-07-05 19:19:45.539400,True
EMP0192,Vikas,Reddy,vikas.reddy192@enterpriseretail.com,Operations,Store Supervisor,STR0020,2018-05-04,566042,EMP0191,2026-07-05 19:19:45.539406,True
EMP0193,Sneha,Sharma,sneha.sharma193@enterpriseretail.com,Sales,Senior Sales Associate,STR0020,2022-06-11,498839,EMP0191,2026-07-05 19:19:45.539412,True
EMP0194,Riya,Patel,riya.patel194@enterpriseretail.com,Sales,Sales Associate,STR0020,2024-02-12,318756,EMP0191,2026-07-05 19:19:45.539417,True
EMP0195,Rahul,Reddy,rahul.reddy195@enterpriseretail.com,Sales,Sales Associate,STR0020,2019-01-24,449045,EMP0191,2026-07-05 19:19:45.539422,True
EMP0196,Arjun,Kapoor,arjun.kapoor196@enterpriseretail.com,Sales,Sales Associate,STR0020,2019-11-13,444742,EMP0191,2026-07-05 19:19:45.539427,True
EMP0197,Amit,Mehta,amit.mehta197@enterpriseretail.com,Finance,Cashier,STR0020,2016-03-25,378867,EMP0191,2026-07-05 19:19:45.539432,True
EMP0198,Pooja,Jain,pooja.jain198@enterpriseretail.com,Finance,Cashier,STR0020,2023-04-13,346403,EMP0191,2026-07-05 19:19:45.539436,True
EMP0199,Amit,Kulkarni,amit.kulkarni199@enterpriseretail.com,Inventory,Inventory Executive,STR0020,2018-07-16,529032,EMP0191,2026-07-05 19:19:45.539441,True
EMP0200,Rohit,Kapoor,rohit.kapoor200@enterpriseretail.com,Sales,Sales Associate,STR0020,2023-02-21,371642,EMP0191,2026-07-05 19:19:45.539446,True
EMP0201,Ankit,Reddy,ankit.reddy201@enterpriseretail.com,Operations,Store Manager,STR0021,2016-07-28,1006592,,2026-07-05 19:19:45.539483,True
EMP0202,Rohit,Nair,rohit.nair202@enterpriseretail.com,Operations,Store Supervisor,STR0021,2016-09-17,644295,EMP0201,2026-07-05 19:19:45.539490,True
EMP0203,Rohit,Sharma,rohit.sharma203@enterpriseretail.com,Sales,Senior Sales Associate,STR0021,2021-08-25,464698,EMP0201,2026-07-05 19:19:45.539497,True
EMP0204,Nikhil,Kapoor,nikhil.kapoor204@enterpriseretail.com,Sales,Sales Associate,STR0021,2017-10-18,391387,EMP0201,2026-07-05 19:19:45.539502,True
EMP0205,Neha,Sharma,neha.sharma205@enterpriseretail.com,Sales,Sales Associate,STR0021,2022-12-08,429331,EMP0201,2026-07-05 19:19:45.539507,True
EMP0206,Meera,Iyer,meera.iyer206@enterpriseretail.com,Sales,Sales Associate,STR0021,2020-11-26,394879,EMP0201,2026-07-05 19:19:45.539512,True
EMP0207,Arjun,Nair,arjun.nair207@enterpriseretail.com,Finance,Cashier,STR0021,2018-10-14,411562,EMP0201,2026-07-05 19:19:45.539517,True
EMP0208,Riya,Patel,riya.patel208@enterpriseretail.com,Finance,Cashier,STR0021,2023-04-19,443204,EMP0201,2026-07-05 19:19:45.539522,True
EMP0209,Harsh,Iyer,harsh.iyer209@enterpriseretail.com,Inventory,Inventory Executive,STR0021,2017-07-19,482905,EMP0201,2026-07-05 19:19:45.539528,True
EMP0210,Priya,Nair,priya.nair210@enterpriseretail.com,Sales,Sales Associate,STR0021,2022-07-28,367088,EMP0201,2026-07-05 19:19:45.539533,True
EMP0211,Arjun,Iyer,arjun.iyer211@enterpriseretail.com,Operations,Store Manager,STR0022,2021-03-04,875890,,2026-07-05 19:19:45.539570,True
EMP0212,Rahul,Nair,rahul.nair212@enterpriseretail.com,Operations,Store Supervisor,STR0022,2017-04-23,734252,EMP0211,2026-07-05 19:19:45.539576,True
EMP0213,Meera,Reddy,meera.reddy213@enterpriseretail.com,Sales,Senior Sales Associate,STR0022,2016-07-13,474552,EMP0211,2026-07-05 19:19:45.539583,True
EMP0214,Priya,Reddy,priya.reddy214@enterpriseretail.com,Sales,Sales Associate,STR0022,2024-04-24,359805,EMP0211,2026-07-05 19:19:45.539588,True
EMP0215,Ananya,Iyer,ananya.iyer215@enterpriseretail.com,Sales,Sales Associate,STR0022,2024-04-08,394521,EMP0211,2026-07-05 19:19:45.539593,True
EMP0216,Amit,Reddy,amit.reddy216@enterpriseretail.com,Sales,Sales Associate,STR0022,2022-11-22,316816,EMP0211,2026-07-05 19:19:45.539598,True
EMP0217,Rahul,Verma,rahul.verma217@enterpriseretail.com,Finance,Cashier,STR0022,2024-05-19,305743,EMP0211,2026-07-05 19:19:45.539603,True
EMP0218,Neha,Das,neha.das218@enterpriseretail.com,Finance,Cashier,STR0022,2021-06-06,338909,EMP0211,2026-07-05 19:19:45.539607,True
EMP0219,Neha,Khan,neha.khan219@enterpriseretail.com,Inventory,Inventory Executive,STR0022,2023-07-11,506469,EMP0211,2026-07-05 19:19:45.539612,True
EMP0220,Simran,Patel,simran.patel220@enterpriseretail.com,Sales,Sales Associate,STR0022,2022-01-19,354742,EMP0211,2026-07-05 19:19:45.539617,True
EMP0221,Pooja,Khan,pooja.khan221@enterpriseretail.com,Operations,Store Manager,STR0023,2018-11-23,1131705,,2026-07-05 19:19:45.539655,True
EMP0222,Amit,Khan,amit.khan222@enterpriseretail.com,Operations,Store Supervisor,STR0023,2022-12-11,568635,EMP0221,2026-07-05 19:19:45.539661,True
EMP0223,Vikas,Nair,vikas.nair223@enterpriseretail.com,Sales,Senior Sales Associate,STR0023,2025-04-14,598020,EMP0221,2026-07-05 19:19:45.539669,True
EMP0224,Rohit,Kulkarni,rohit.kulkarni224@enterpriseretail.com,Sales,Sales Associate,STR0023,2022-02-13,305080,EMP0221,2026-07-05 19:19:45.539674,True
EMP0225,Divya,Verma,divya.verma225@enterpriseretail.com,Sales,Sales Associate,STR0023,2020-06-24,366413,EMP0221,2026-07-05 19:19:45.539679,True
EMP0226,Akash,Das,akash.das226@enterpriseretail.com,Sales,Sales Associate,STR0023,2016-07-22,389364,EMP0221,2026-07-05 19:19:45.539683,True
EMP0227,Rahul,Khan,rahul.khan227@enterpriseretail.com,Finance,Cashier,STR0023,2017-07-01,425282,EMP0221,2026-07-05 19:19:45.539690,True
EMP0228,Nikhil,Jain,nikhil.jain228@enterpriseretail.com,Finance,Cashier,STR0023,2021-07-17,413513,EMP0221,2026-07-05 19:19:45.539694,True
EMP0229,Ananya,Mehta,ananya.mehta229@enterpriseretail.com,Inventory,Inventory Executive,STR0023,2016-08-03,529221,EMP0221,2026-07-05 19:19:45.539699,True
EMP0230,Arjun,Jain,arjun.jain230@enterpriseretail.com,Sales,Sales Associate,STR0023,2017-04-20,330122,EMP0221,2026-07-05 19:19:45.539704,True
EMP0231,Sanjay,Jain,sanjay.jain231@enterpriseretail.com,Operations,Store Manager,STR0024,2023-03-04,1103419,,2026-07-05 19:19:45.539741,True
EMP0232,Pooja,Jain,pooja.jain232@enterpriseretail.com,Operations,Store Supervisor,STR0024,2019-05-11,650802,EMP0231,2026-07-05 19:19:45.539747,True
EMP0233,Akash,Mehta,akash.mehta233@enterpriseretail.com,Sales,Senior Sales Associate,STR0024,2019-05-09,542588,EMP0231,2026-07-05 19:19:45.539754,True
EMP0234,Karan,Mehta,karan.mehta234@enterpriseretail.com,Sales,Sales Associate,STR0024,2020-09-12,353800,EMP0231,2026-07-05 19:19:45.539760,True
EMP0235,Vikas,Das,vikas.das235@enterpriseretail.com,Sales,Sales Associate,STR0024,2023-04-06,351037,EMP0231,2026-07-05 19:19:45.539765,True
EMP0236,Arjun,Mehta,arjun.mehta236@enterpriseretail.com,Sales,Sales Associate,STR0024,2020-08-02,300474,EMP0231,2026-07-05 19:19:45.539770,True
EMP0237,Rahul,Verma,rahul.verma237@enterpriseretail.com,Finance,Cashier,STR0024,2016-04-09,445027,EMP0231,2026-07-05 19:19:45.539775,True
EMP0238,Ankit,Mehta,ankit.mehta238@enterpriseretail.com,Finance,Cashier,STR0024,2018-03-05,412878,EMP0231,2026-07-05 19:19:45.539780,True
EMP0239,Karan,Kulkarni,karan.kulkarni239@enterpriseretail.com,Inventory,Inventory Executive,STR0024,2025-01-02,500422,EMP0231,2026-07-05 19:19:45.539785,True
EMP0240,Divya,Das,divya.das240@enterpriseretail.com,Sales,Sales Associate,STR0024,2018-03-25,389283,EMP0231,2026-07-05 19:19:45.539790,True
EMP0241,Meera,Mehta,meera.mehta241@enterpriseretail.com,Operations,Store Manager,STR0025,2022-10-28,1020276,,2026-07-05 19:19:45.539869,True
EMP0242,Rohit,Jain,rohit.jain242@enterpriseretail.com,Operations,Store Supervisor,STR0025,2024-07-11,656312,EMP0241,2026-07-05 19:19:45.539875,True
EMP0243,Riya,Mehta,riya.mehta243@enterpriseretail.com,Sales,Senior Sales Associate,STR0025,2020-10-14,463139,EMP0241,2026-07-05 19:19:45.539883,True
EMP0244,Amit,Patel,amit.patel244@enterpriseretail.com,Sales,Sales Associate,STR0025,2019-05-09,397308,EMP0241,2026-07-05 19:19:45.539888,True
EMP0245,Rohit,Iyer,rohit.iyer245@enterpriseretail.com,Sales,Sales Associate,STR0025,2025-04-24,367382,EMP0241,2026-07-05 19:19:45.539893,True
EMP0246,Riya,Joshi,riya.joshi246@enterpriseretail.com,Sales,Sales Associate,STR0025,2020-02-24,431803,EMP0241,2026-07-05 19:19:45.539898,True
EMP0247,Rahul,Nair,rahul.nair247@enterpriseretail.com,Finance,Cashier,STR0025,2018-08-18,350835,EMP0241,2026-07-05 19:19:45.539903,True
EMP0248,Vikas,Kapoor,vikas.kapoor248@enterpriseretail.com,Finance,Cashier,STR0025,2018-08-20,413119,EMP0241,2026-07-05 19:19:45.539909,True
EMP0249,Ananya,Reddy,ananya.reddy249@enterpriseretail.com,Inventory,Inventory Executive,STR0025,2025-08-10,508938,EMP0241,2026-07-05 19:19:45.539914,True
EMP0250,Ananya,Mehta,ananya.mehta250@enterpriseretail.com,Sales,Sales Associate,STR0025,2019-07-26,345112,EMP0241,2026-07-05 19:19:45.539918,True
EMP0251,Karan,Jain,karan.jain251@enterpriseretail.com,Operations,Store Manager,STR0026,2016-05-17,1111465,,2026-07-05 19:19:45.539963,True
EMP0252,Harsh,Joshi,harsh.joshi252@enterpriseretail.com,Operations,Store Supervisor,STR0026,2021-10-19,636030,EMP0251,2026-07-05 19:19:45.539969,True
EMP0253,Rohit,Iyer,rohit.iyer253@enterpriseretail.com,Sales,Senior Sales Associate,STR0026,2020-07-10,479223,EMP0251,2026-07-05 19:19:45.539976,True
EMP0254,Sanjay,Kapoor,sanjay.kapoor254@enterpriseretail.com,Sales,Sales Associate,STR0026,2025-10-06,301186,EMP0251,2026-07-05 19:19:45.539981,True
EMP0255,Vikas,Kulkarni,vikas.kulkarni255@enterpriseretail.com,Sales,Sales Associate,STR0026,2016-02-18,411663,EMP0251,2026-07-05 19:19:45.539987,True
EMP0256,Karan,Iyer,karan.iyer256@enterpriseretail.com,Sales,Sales Associate,STR0026,2017-08-05,356465,EMP0251,2026-07-05 19:19:45.539992,True
EMP0257,Ankit,Verma,ankit.verma257@enterpriseretail.com,Finance,Cashier,STR0026,2017-05-04,302938,EMP0251,2026-07-05 19:19:45.539997,True
EMP0258,Sanjay,Kapoor,sanjay.kapoor258@enterpriseretail.com,Finance,Cashier,STR0026,2024-04-20,406536,EMP0251,2026-07-05 19:19:45.540002,True
EMP0259,Nikhil,Verma,nikhil.verma259@enterpriseretail.com,Inventory,Inventory Executive,STR0026,2019-03-20,474431,EMP0251,2026-07-05 19:19:45.540007,True
EMP0260,Pooja,Nair,pooja.nair260@enterpriseretail.com,Sales,Sales Associate,STR0026,2016-04-25,337426,EMP0251,2026-07-05 19:19:45.540012,True
EMP0261,Arjun,Jain,arjun.jain261@enterpriseretail.com,Operations,Store Manager,STR0027,2024-10-21,1197251,,2026-07-05 19:19:45.540054,True
EMP0262,Meera,Joshi,meera.joshi262@enterpriseretail.com,Operations,Store Supervisor,STR0027,2019-06-01,578503,EMP0261,2026-07-05 19:19:45.540060,True
EMP0263,Sneha,Verma,sneha.verma263@enterpriseretail.com,Sales,Senior Sales Associate,STR0027,2023-03-17,550497,EMP0261,2026-07-05 19:19:45.540067,True
EMP0264,Rahul,Reddy,rahul.reddy264@enterpriseretail.com,Sales,Sales Associate,STR0027,2020-04-09,415181,EMP0261,2026-07-05 19:19:45.540072,True
EMP0265,Sanjay,Iyer,sanjay.iyer265@enterpriseretail.com,Sales,Sales Associate,STR0027,2016-04-14,399630,EMP0261,2026-07-05 19:19:45.540078,True
EMP0266,Ananya,Singh,ananya.singh266@enterpriseretail.com,Sales,Sales Associate,STR0027,2021-12-08,418294,EMP0261,2026-07-05 19:19:45.540082,True
EMP0267,Priya,Patel,priya.patel267@enterpriseretail.com,Finance,Cashier,STR0027,2017-08-04,323592,EMP0261,2026-07-05 19:19:45.540088,True
EMP0268,Ankit,Reddy,ankit.reddy268@enterpriseretail.com,Finance,Cashier,STR0027,2024-02-03,324039,EMP0261,2026-07-05 19:19:45.540093,True
EMP0269,Rahul,Kapoor,rahul.kapoor269@enterpriseretail.com,Inventory,Inventory Executive,STR0027,2017-09-16,434005,EMP0261,2026-07-05 19:19:45.540099,True
EMP0270,Akash,Kapoor,akash.kapoor270@enterpriseretail.com,Sales,Sales Associate,STR0027,2021-03-09,309213,EMP0261,2026-07-05 19:19:45.540105,True
EMP0271,Priya,Joshi,priya.joshi271@enterpriseretail.com,Operations,Store Manager,STR0028,2015-09-23,1047703,,2026-07-05 19:19:45.540144,True
EMP0272,Priya,Joshi,priya.joshi272@enterpriseretail.com,Operations,Store Supervisor,STR0028,2025-07-25,702037,EMP0271,2026-07-05 19:19:45.540149,True
EMP0273,Sanjay,Khan,sanjay.khan273@enterpriseretail.com,Sales,Senior Sales Associate,STR0028,2022-05-03,530618,EMP0271,2026-07-05 19:19:45.540157,True
EMP0274,Karan,Jain,karan.jain274@enterpriseretail.com,Sales,Sales Associate,STR0028,2020-08-13,334008,EMP0271,2026-07-05 19:19:45.540162,True
EMP0275,Akash,Jain,akash.jain275@enterpriseretail.com,Sales,Sales Associate,STR0028,2024-03-14,313682,EMP0271,2026-07-05 19:19:45.540167,True
EMP0276,Pooja,Singh,pooja.singh276@enterpriseretail.com,Sales,Sales Associate,STR0028,2020-05-14,356030,EMP0271,2026-07-05 19:19:45.540172,True
EMP0277,Harsh,Singh,harsh.singh277@enterpriseretail.com,Finance,Cashier,STR0028,2020-06-07,439801,EMP0271,2026-07-05 19:19:45.540177,True
EMP0278,Priya,Das,priya.das278@enterpriseretail.com,Finance,Cashier,STR0028,2023-10-19,383876,EMP0271,2026-07-05 19:19:45.540182,True
EMP0279,Riya,Mehta,riya.mehta279@enterpriseretail.com,Inventory,Inventory Executive,STR0028,2017-07-28,533761,EMP0271,2026-07-05 19:19:45.540187,True
EMP0280,Neha,Mehta,neha.mehta280@enterpriseretail.com,Sales,Sales Associate,STR0028,2022-01-10,370713,EMP0271,2026-07-05 19:19:45.540191,True
EMP0281,Amit,Das,amit.das281@enterpriseretail.com,Operations,Store Manager,STR0029,2024-12-07,1135126,,2026-07-05 19:19:45.540229,True
EMP0282,Akash,Nair,akash.nair282@enterpriseretail.com,Operations,Store Supervisor,STR0029,2016-08-10,558409,EMP0281,2026-07-05 19:19:45.540235,True
EMP0283,Pooja,Kapoor,pooja.kapoor283@enterpriseretail.com,Sales,Senior Sales Associate,STR0029,2022-01-06,476940,EMP0281,2026-07-05 19:19:45.540242,True
EMP0284,Pooja,Verma,pooja.verma284@enterpriseretail.com,Sales,Sales Associate,STR0029,2025-07-02,382256,EMP0281,2026-07-05 19:19:45.540247,True
EMP0285,Rahul,Patel,rahul.patel285@enterpriseretail.com,Sales,Sales Associate,STR0029,2020-11-15,379762,EMP0281,2026-07-05 19:19:45.540252,True
EMP0286,Rahul,Joshi,rahul.joshi286@enterpriseretail.com,Sales,Sales Associate,STR0029,2021-08-11,447023,EMP0281,2026-07-05 19:19:45.540256,True
EMP0287,Rahul,Das,rahul.das287@enterpriseretail.com,Finance,Cashier,STR0029,2017-01-08,367419,EMP0281,2026-07-05 19:19:45.540261,True
EMP0288,Rohit,Gupta,rohit.gupta288@enterpriseretail.com,Finance,Cashier,STR0029,2022-01-23,305531,EMP0281,2026-07-05 19:19:45.540266,True
EMP0289,Sneha,Gupta,sneha.gupta289@enterpriseretail.com,Inventory,Inventory Executive,STR0029,2025-06-15,422821,EMP0281,2026-07-05 19:19:45.540270,True
EMP0290,Rahul,Kulkarni,rahul.kulkarni290@enterpriseretail.com,Sales,Sales Associate,STR0029,2018-10-15,324493,EMP0281,2026-07-05 19:19:45.540275,True
EMP0291,Riya,Patel,riya.patel291@enterpriseretail.com,Operations,Store Manager,STR0030,2019-03-26,878025,,2026-07-05 19:19:45.540313,True
EMP0292,Amit,Das,amit.das292@enterpriseretail.com,Operations,Store Supervisor,STR0030,2017-11-07,670344,EMP0291,2026-07-05 19:19:45.540318,True
EMP0293,Sanjay,Sharma,sanjay.sharma293@enterpriseretail.com,Sales,Senior Sales Associate,STR0030,2016-08-01,484138,EMP0291,2026-07-05 19:19:45.540325,True
EMP0294,Harsh,Nair,harsh.nair294@enterpriseretail.com,Sales,Sales Associate,STR0030,2022-09-02,390227,EMP0291,2026-07-05 19:19:45.540330,True
EMP0295,Arjun,Mehta,arjun.mehta295@enterpriseretail.com,Sales,Sales Associate,STR0030,2017-09-26,373194,EMP0291,2026-07-05 19:19:45.540335,True
EMP0296,Sneha,Reddy,sneha.reddy296@enterpriseretail.com,Sales,Sales Associate,STR0030,2019-02-21,391387,EMP0291,2026-07-05 19:19:45.540340,True
EMP0297,Sneha,Patel,sneha.patel297@enterpriseretail.com,Finance,Cashier,STR0030,2018-02-24,341451,EMP0291,2026-07-05 19:19:45.540345,True
EMP0298,Pooja,Singh,pooja.singh298@enterpriseretail.com,Finance,Cashier,STR0030,2024-01-02,302583,EMP0291,2026-07-05 19:19:45.540349,True
EMP0299,Divya,Joshi,divya.joshi299@enterpriseretail.com,Inventory,Inventory Executive,STR0030,2024-10-21,474396,EMP0291,2026-07-05 19:19:45.540355,True
EMP0300,Sneha,Das,sneha.das300@enterpriseretail.com,Sales,Sales Associate,STR0030,2020-03-03,378493,EMP0291,2026-07-05 19:19:45.540359,True
EMP0301,Ananya,Kapoor,ananya.kapoor301@enterpriseretail.com,Operations,Store Manager,STR0031,2023-04-16,945957,,2026-07-05 19:19:45.540404,True
EMP0302,Arjun,Nair,arjun.nair302@enterpriseretail.com,Operations,Store Supervisor,STR0031,2018-09-07,579695,EMP0301,2026-07-05 19:19:45.540410,True
EMP0303,Harsh,Mehta,harsh.mehta303@enterpriseretail.com,Sales,Senior Sales Associate,STR0031,2020-08-25,533927,EMP0301,2026-07-05 19:19:45.540417,True
EMP0304,Riya,Khan,riya.khan304@enterpriseretail.com,Sales,Sales Associate,STR0031,2020-03-15,352460,EMP0301,2026-07-05 19:19:45.540422,True
EMP0305,Akash,Gupta,akash.gupta305@enterpriseretail.com,Sales,Sales Associate,STR0031,2023-12-17,347670,EMP0301,2026-07-05 19:19:45.540427,True
EMP0306,Akash,Nair,akash.nair306@enterpriseretail.com,Sales,Sales Associate,STR0031,2017-01-04,386013,EMP0301,2026-07-05 19:19:45.540432,True
EMP0307,Ankit,Das,ankit.das307@enterpriseretail.com,Finance,Cashier,STR0031,2018-03-21,327369,EMP0301,2026-07-05 19:19:45.540437,True
EMP0308,Rahul,Mehta,rahul.mehta308@enterpriseretail.com,Finance,Cashier,STR0031,2024-03-22,438386,EMP0301,2026-07-05 19:19:45.540442,True
EMP0309,Arjun,Mehta,arjun.mehta309@enterpriseretail.com,Inventory,Inventory Executive,STR0031,2023-12-03,526362,EMP0301,2026-07-05 19:19:45.540447,True
EMP0310,Rahul,Gupta,rahul.gupta310@enterpriseretail.com,Sales,Sales Associate,STR0031,2023-07-17,312615,EMP0301,2026-07-05 19:19:45.540452,True
EMP0311,Nikhil,Nair,nikhil.nair311@enterpriseretail.com,Operations,Store Manager,STR0032,2015-12-10,1152920,,2026-07-05 19:19:45.540496,True
EMP0312,Meera,Jain,meera.jain312@enterpriseretail.com,Operations,Store Supervisor,STR0032,2020-02-12,694882,EMP0311,2026-07-05 19:19:45.540502,True
EMP0313,Priya,Reddy,priya.reddy313@enterpriseretail.com,Sales,Senior Sales Associate,STR0032,2024-07-23,473337,EMP0311,2026-07-05 19:19:45.540509,True
EMP0314,Neha,Verma,neha.verma314@enterpriseretail.com,Sales,Sales Associate,STR0032,2021-01-06,374181,EMP0311,2026-07-05 19:19:45.540514,True
EMP0315,Priya,Patel,priya.patel315@enterpriseretail.com,Sales,Sales Associate,STR0032,2024-02-09,398132,EMP0311,2026-07-05 19:19:45.540520,True
EMP0316,Akash,Verma,akash.verma316@enterpriseretail.com,Sales,Sales Associate,STR0032,2020-11-24,420091,EMP0311,2026-07-05 19:19:45.540525,True
EMP0317,Priya,Verma,priya.verma317@enterpriseretail.com,Finance,Cashier,STR0032,2016-05-20,402468,EMP0311,2026-07-05 19:19:45.540530,True
EMP0318,Harsh,Kapoor,harsh.kapoor318@enterpriseretail.com,Finance,Cashier,STR0032,2022-12-16,421373,EMP0311,2026-07-05 19:19:45.540535,True
EMP0319,Arjun,Kulkarni,arjun.kulkarni319@enterpriseretail.com,Inventory,Inventory Executive,STR0032,2018-05-10,458774,EMP0311,2026-07-05 19:19:45.540540,True
EMP0320,Akash,Singh,akash.singh320@enterpriseretail.com,Sales,Sales Associate,STR0032,2018-03-10,378028,EMP0311,2026-07-05 19:19:45.540546,True
EMP0321,Divya,Iyer,divya.iyer321@enterpriseretail.com,Operations,Store Manager,STR0033,2016-02-01,1098423,,2026-07-05 19:19:45.540584,True
EMP0322,Riya,Kulkarni,riya.kulkarni322@enterpriseretail.com,Operations,Store Supervisor,STR0033,2018-08-24,568376,EMP0321,2026-07-05 19:19:45.540589,True
EMP0323,Neha,Joshi,neha.joshi323@enterpriseretail.com,Sales,Senior Sales Associate,STR0033,2023-04-25,483145,EMP0321,2026-07-05 19:19:45.540596,True
EMP0324,Akash,Joshi,akash.joshi324@enterpriseretail.com,Sales,Sales Associate,STR0033,2024-03-14,423177,EMP0321,2026-07-05 19:19:45.540601,True
EMP0325,Akash,Reddy,akash.reddy325@enterpriseretail.com,Sales,Sales Associate,STR0033,2025-11-09,443310,EMP0321,2026-07-05 19:19:45.540607,True
EMP0326,Neha,Verma,neha.verma326@enterpriseretail.com,Sales,Sales Associate,STR0033,2019-06-11,346198,EMP0321,2026-07-05 19:19:45.540612,True
EMP0327,Meera,Joshi,meera.joshi327@enterpriseretail.com,Finance,Cashier,STR0033,2025-12-13,379369,EMP0321,2026-07-05 19:19:45.540616,True
EMP0328,Akash,Singh,akash.singh328@enterpriseretail.com,Finance,Cashier,STR0033,2018-05-18,333071,EMP0321,2026-07-05 19:19:45.540621,True
EMP0329,Karan,Khan,karan.khan329@enterpriseretail.com,Inventory,Inventory Executive,STR0033,2019-08-16,505313,EMP0321,2026-07-05 19:19:45.540626,True
EMP0330,Riya,Khan,riya.khan330@enterpriseretail.com,Sales,Sales Associate,STR0033,2017-01-23,354161,EMP0321,2026-07-05 19:19:45.540631,True
EMP0331,Rahul,Singh,rahul.singh331@enterpriseretail.com,Operations,Store Manager,STR0034,2021-05-20,949575,,2026-07-05 19:19:45.540668,True
EMP0332,Priya,Jain,priya.jain332@enterpriseretail.com,Operations,Store Supervisor,STR0034,2019-12-27,687371,EMP0331,2026-07-05 19:19:45.540674,True
EMP0333,Akash,Patel,akash.patel333@enterpriseretail.com,Sales,Senior Sales Associate,STR0034,2016-07-06,523138,EMP0331,2026-07-05 19:19:45.540681,True
